,weight,strata,utl_exp_ppp17,hsize,age,owner,water,toilet,sewer,elect,num_adult_female,num_adult_male,num_elderly,share_secondary,sfworkershh,any_nonagric,region1,region2,region3,region4,region5,region6,region7,urban,cons_ppp17,water_source_Piped water into dwelling,water_source_Piped water to yard/plot,water_source_Protected dug well,water_source_Protected spring,water_source_Public tap or standpipe,water_source_Surface water,water_source_Tanker-truck,sanitation_source_A septic tank,sanitation_source_No facilities or bush or field,sanitation_source_Other,sanitation_source_Pit latrine,sanitation_source_Pit latrine with slab,dweltyp_Improvised housing unit,dweltyp_Other,dweltyp_Separate apartment,dweltyp_Several buildings connected,educ_max_Complete Secondary Education,educ_max_Complete Tertiary Education,educ_max_Incomplete Primary Education,educ_max_Incomplete Secondary Education,educ_max_Incomplete Tertiary Education,educ_max_Never attended,"sector1d_Agriculture, hunting and forestry",sector1d_Construction,sector1d_Education,"sector1d_Electricity, gas and water supply",sector1d_Financial intermediation,sector1d_Fishing,sector1d_Health and social work,sector1d_Hotels and restaurants,sector1d_Manufacturing,sector1d_Mining and quarrying,"sector1d_Other community, social and personal service activities",sector1d_Public administration and defence,"sector1d_Real estate, renting and business activities","sector1d_Transport, storage and communications",sector1d_Wholesale and retail trade,total_food_consumption,mean_num_children,mean_employeed_adults
47021,212,2,722.44006,2,66,0,0,0,0,0,1,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,31.144638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,2.0
47022,636,2,1901.1581,6,63,0,0,0,0,0,2,3,0,0.2,0.0,1,1,0,0,0,0,0,0,0,13.142235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.40000001
47023,318,2,595.69617,3,54,1,0,0,0,0,1,2,0,0.0,0.0,0,1,0,0,0,0,0,0,0,16.500372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.0
47024,212,2,1603.3099,2,78,0,0,0,0,0,0,0,2,0.0,0.0,0,1,0,0,0,0,0,0,0,23.234297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.0
47025,212,2,564.01019,2,62,0,0,0,0,0,1,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,17.702654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0,0,2.0
47026,636,2,1349.8223,6,72,0,0,0,0,0,2,2,1,0.0,0.66666669,1,1,0,0,0,0,0,0,0,16.336737,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.0,1,1.60000002
47027,424,2,1058.3113,4,64,0,0,0,0,0,1,2,0,0.0,0.0,1,1,0,0,0,0,0,0,0,24.108959,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,1,0.33333334
47028,1617,2,855.52112,7,62,0,0,0,0,0,2,3,0,0.2,0.2,1,1,0,0,0,0,0,0,0,8.7773304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2,2.0
47029,693,2,697.09131,3,32,1,0,0,0,0,1,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,12.939521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,2,3.0
47030,1155,2,595.69617,5,54,0,0,0,0,0,2,3,0,0.2,1.0,1,1,0,0,0,0,0,0,0,10.062461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,0,1.60000002
47031,693,2,462.61511,3,58,1,0,0,0,0,1,2,0,0.33333334,0.66666669,1,1,0,0,0,0,0,0,0,27.69696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,0,2.0
47032,693,2,1089.9973,3,50,1,0,0,0,0,1,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,31.786903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0,1,2.0
47033,693,2,931.56744,3,71,0,0,0,0,0,1,1,1,0.66666669,1.0,1,1,0,0,0,0,0,0,0,23.153095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,0,1.66666669
47034,693,2,918.89307,3,58,0,0,0,0,0,1,2,0,0.33333334,1.0,1,1,0,0,0,0,0,0,0,32.705505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0,0,1.66666669
47035,924,2,855.52112,4,60,0,0,0,0,0,1,3,0,0.0,0.75,1,1,0,0,0,0,0,0,0,22.689177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,2.0
47036,1701,2,570.34741,7,59,0,0,0,0,0,4,2,0,0.33333334,0.40000001,1,1,0,0,0,0,0,0,0,10.291941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.83333331
47037,243,2,437.26636,1,43,1,0,0,0,0,1,0,0,1.0,0.0,1,1,0,0,0,0,0,0,0,17.202562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,0,2.0
47038,729,2,145.75545,3,67,0,0,0,0,0,1,2,0,0.33333334,0.0,1,1,0,0,0,0,0,0,0,7.6506577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.0,0,1.66666669
47039,1215,2,697.09131,5,37,1,0,0,0,0,1,1,0,1.0,0.5,1,1,0,0,0,0,0,0,0,14.011589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24.0,3,2.0
47040,972,2,583.02179,4,46,1,0,0,0,0,1,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,5.5215592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,2,1.5
47041,1701,2,925.23022,7,44,0,0,0,0,0,1,3,0,0.0,0.0,1,1,0,0,0,0,0,0,0,10.829897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,3,2.25
47042,514,2,481.62671,2,62,0,0,0,0,0,1,1,0,0.0,0.5,1,1,0,0,0,0,0,0,0,19.880863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19.0,0,2.0
47043,771,2,1223.0784,3,81,0,0,0,0,0,0,1,2,0.33333334,0.5,1,1,0,0,0,0,0,0,0,11.706589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0.66666669
47044,2056,2,335.87125,8,59,1,0,0,0,0,2,4,0,0.0,0.5,1,1,0,0,0,0,0,0,0,6.8907447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0,2,1.66666669
47045,1542,2,937.90466,6,51,1,0,0,0,0,4,1,0,0.40000001,1.0,1,1,0,0,0,0,0,0,0,16.264791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0.60000002
47046,1028,2,114.06948,4,42,0,0,0,0,0,1,1,0,0.5,1.0,1,1,0,0,0,0,0,0,0,22.690924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19.0,2,2.0
47047,771,2,418.25476,3,50,0,0,0,0,0,1,1,0,0.5,0.0,1,1,0,0,0,0,0,0,0,13.767414,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1,1.5
47048,1410,2,1210.4039,6,88,0,0,0,0,0,3,0,1,0.5,0.0,1,1,0,0,0,0,0,0,0,5.6952891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,2,0.5
47049,1175,2,906.21869,5,40,1,0,0,0,0,1,1,0,0.5,1.0,1,1,0,0,0,0,0,0,0,5.6713438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22.0,3,2.0
47050,705,2,614.70776,3,38,1,0,0,0,0,1,1,0,0.5,0.0,1,1,0,0,0,0,0,0,0,14.10683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.0,1,2.0
47051,705,2,589.35901,3,42,1,0,0,0,0,1,0,0,0.0,1.0,1,1,0,0,0,0,0,0,0,7.2890162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.0,2,2.0
47052,940,2,1596.9728,4,98,0,0,0,0,0,3,0,1,0.25,0.5,1,1,0,0,0,0,0,0,0,25.540316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0.5
47053,470,2,697.09131,2,76,0,0,0,0,0,1,0,1,0.0,0.5,1,1,0,0,0,0,0,0,0,26.362757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.0,0,2.0
47054,470,2,430.92917,2,68,1,0,0,0,0,1,1,0,0.0,0.0,1,1,0,0,0,0,0,0,0,12.236919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,0,2.0
47055,705,2,1058.3113,3,82,0,0,0,0,0,1,1,1,0.33333334,0.0,1,1,0,0,0,0,0,0,0,14.709223,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0.33333334
47056,470,2,0.0,2,34,1,0,0,0,0,1,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,12.627097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1,2.0
47057,940,2,1089.9973,4,84,0,0,0,0,0,2,0,2,0.0,1.0,1,1,0,0,0,0,0,0,0,15.22495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0.25
47058,470,2,494.30109,2,72,0,0,0,0,0,0,0,2,0.0,0.0,1,1,0,0,0,0,0,0,0,13.593336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0.5
47059,235,2,804.82355,1,64,0,0,0,0,0,1,0,0,1.0,0.0,1,1,0,0,0,0,0,0,0,33.63879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,0,2.0
47060,1645,2,874.53271,7,69,1,0,0,0,0,3,1,0,0.75,0.0,1,1,0,0,0,0,0,0,0,4.4682269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,3,1.5
47061,1728,2,798.48639,6,47,0,0,0,0,0,3,0,0,0.33333334,0.0,1,1,0,0,0,0,0,0,0,11.735774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.0,3,1.33333334
47062,576,2,418.25476,2,38,0,0,0,0,0,0,2,0,0.0,0.0,1,1,0,0,0,0,0,0,0,21.431799,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.0,0,2.0
47063,1728,2,659.06812,6,49,1,0,0,0,0,3,2,0,0.80000001,0.5,1,1,0,0,0,0,0,0,0,6.9374003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0,1,1.80000001
47064,1440,2,982.26501,5,71,0,0,0,0,0,2,1,1,0.75,1.0,1,1,0,0,0,0,0,0,0,28.708092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0.5
47065,864,2,722.44006,3,54,0,0,0,0,0,1,1,0,0.5,0.0,1,1,0,0,0,0,0,0,0,16.780176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,1,1.5
47066,356,2,640.05652,2,62,1,0,0,0,0,2,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,16.082838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,0.0
47067,1246,2,1647.6703,7,83,0,0,0,0,0,2,2,2,0.16666667,0.75,1,1,0,0,0,0,0,0,0,12.584791,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0.66666669
47068,356,2,323.19687,2,48,0,0,0,0,0,0,1,1,0.0,0.0,1,1,0,0,0,0,0,0,0,26.089592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16.0,0,1.5
47069,534,2,272.49933,3,82,0,0,0,0,0,1,0,2,0.33333334,1.0,1,1,0,0,0,0,0,0,0,23.592958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0.33333334
47070,534,2,1166.0436,3,84,0,0,0,0,0,2,0,1,0.33333334,1.0,1,1,0,0,0,0,0,0,0,17.793648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.33333334
47071,712,2,209.12738,4,33,1,0,0,0,0,1,1,0,0.0,0.0,1,1,0,0,0,0,0,0,0,14.658895,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,2,2.0
47072,356,2,506.97549,2,74,1,0,0,0,0,1,0,1,0.0,0.0,1,1,0,0,0,0,0,0,0,5.7547097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,0,1.5
47073,1068,2,792.14917,6,50,0,0,0,0,0,2,1,0,0.33333334,0.5,1,1,0,0,0,0,0,0,0,12.740682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.0,3,1.66666669
47074,5103,2,1020.2881,21,67,0,0,0,0,0,5,6,0,0.63636363,0.33333334,1,1,0,0,0,0,0,0,0,4.5946579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14.0,10,1.81818181
47075,486,2,228.13896,2,81,0,0,0,0,0,1,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,14.355628,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,0,0.0
47076,243,2,329.53406,1,22,1,0,0,0,0,0,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,28.723618,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.0,0,2.0
47077,486,2,1070.9857,2,85,0,0,0,0,0,0,0,2,0.0,0.0,1,1,0,0,0,0,0,0,0,12.140502,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0.5
47078,486,2,342.20844,2,82,0,0,0,0,0,0,1,1,0.0,1.0,1,1,0,0,0,0,0,0,0,8.9058228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.5
47079,1701,2,342.20844,7,85,0,0,0,0,0,1,2,3,0.33333334,0.2,1,1,0,0,0,0,0,0,0,5.2109661,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0.83333331
47080,666,2,171.10422,2,81,0,1,1,1,0,0,1,1,0.0,1.0,1,1,0,0,0,0,0,0,0,7.3428178,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.5
47081,2997,2,703.42847,9,60,0,0,0,0,0,2,4,0,0.16666667,0.0,1,1,0,0,0,0,0,0,0,4.865696,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.0,3,1.66666669
47082,2997,2,690.75409,9,64,1,0,0,0,0,3,3,0,0.33333334,0.16666667,1,1,0,0,0,0,0,0,0,6.5911288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,3,2.0
47083,1665,2,126.74387,5,30,1,0,0,0,0,2,0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,7.4041572,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.0,3,1.5
47084,336,2,101.3951,1,56,0,0,0,0,0,0,1,0,0.0,0.0,1,1,0,0,0,0,0,0,0,12.821226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,2.0
47085,1680,2,709.76569,5,48,1,0,0,0,0,2,2,0,0.25,0.5,1,1,0,0,0,0,0,0,0,6.6393523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,1,1.5
47086,1008,2,449.94073,3,51,0,0,0,0,0,2,1,0,0.33333334,0.0,1,1,0,0,0,0,0,0,0,10.227824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0,0,1.66666669
47087,2016,2,646.39374,6,34,1,0,0,0,0,1,1,0,0.0,0.0,1,1,0,0,0,0,0,0,0,6.1044683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,0.5
47088,1344,2,475.28952,4,42,0,0,0,0,0,1,2,0,0.66666669,0.0,1,1,0,0,0,0,0,0,0,5.1382985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0,1,1.33333334
47089,1344,2,665.40533,4,39,0,0,0,0,0,1,1,0,0.0,0.5,1,1,0,0,0,0,0,0,0,6.56777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0,2,2.0
47090,940,2,722.44006,4,58,0,0,0,0,0,2,2,0,0.0,1.0,1,1,0,0,0,0,0,0,0,11.891851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11.0,0,1.5
47091,940,2,1159.7064,4,66,0,0,0,0,0,1,1,2,0.0,0.0,1,1,0,0,0,0,0,0,0,6.5085549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0,1.5
47092,1175,2,994.93939,5,73,1,0,0,0,0,1,1,1,0.33333334,1.0,1,1,0,0,0,0,0,0,0,7.7155972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,2,0.33333334
47093,1645,2,754.12604,7,44,1,0,0,0,0,2,1,0,0.0,0.0,1,1,0,0,0,0,0,0,0,4.4773564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.0,4,2.0
47094,1645,2,557.67303,7,62,0,0,0,0,0,3,2,1,0.5,0.0,1,1,0,0,0,0,0,0,0,6.0716081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,1,2.0
47095,235,2,310.52249,1,49,1,0,0,0,0,0,1,0,1.0,0.0,1,1,0,0,0,0,0,0,0,14.567197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0,0,2.0
47096,316,2,215.46458,1,74,0,1,1,1,0,0,0,1,0.0,0.0,0,1,0,0,0,0,0,0,0,14.224786,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0,0.0
47097,1264,2,583.02179,4,62,0,1,1,1,0,2,1,0,0.0,0.33333334,1,1,0,0,0,0,0,0,0,13.045646,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.0,1,2.0
47098,1264,2,551.33582,4,43,0,1,1,1,0,1,2,0,0.33333334,0.0,1,1,0,0,0,0,0,0,0,11.006492,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.0,1,1.33333334
47099,1580,2,830.17236,5,52,0,1,1,1,0,1,4,0,0.40000001,0.2,1,1,0,0,0,0,0,0,0,9.4187775,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0,2.0
47100,1264,2,475.28952,4,40,0,1,1,1,0,1,1,0,0.5,1.0,1,1,0,0,0,0,0,0,0,11.231738,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.0,2,2.0
47101,632,2,278.83652,2,64,0,1,1,1,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,15.463753,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,1,0.0
47102,1799,2,931.56744,7,55,0,0,0,0,0,2,3,0,0.80000001,0.0,1,1,0,0,0,0,0,0,0,7.9773602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,2,0.40000001
47103,1028,2,1533.6008,4,84,0,0,0,0,0,1,1,2,0.0,0.0,1,1,0,0,0,0,0,0,0,14.841274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.0,0,1.5
47104,1028,2,963.25342,4,93,0,0,0,0,0,2,0,1,0.33333334,0.5,1,1,0,0,0,0,0,0,0,8.9351845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,1,0.66666669
47105,1028,2,1356.1594,4,74,0,0,0,0,0,1,2,1,0.0,1.0,1,1,0,0,0,0,0,0,0,23.31481,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0.25
47106,514,2,570.34741,2,53,0,0,0,0,0,1,1,0,0.5,1.0,1,1,0,0,0,0,0,0,0,10.348735,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.0,0,1.5
47107,1285,2,551.33582,5,59,0,0,0,0,0,2,3,0,0.40000001,0.0,1,1,0,0,0,0,0,0,0,3.1766872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0.60000002
47108,756,2,994.93939,4,67,0,0,0,0,0,2,1,0,0.0,1.0,1,1,0,0,0,0,0,0,0,15.185552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0.33333334
47109,567,2,1064.6486,3,75,0,0,0,0,0,1,0,2,0.0,0.0,1,1,0,0,0,0,0,0,0,10.5975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.0,0,1.33333334
